emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
licensing specialist,0,GA,RENT,45000,Source Verified,20.89,NA,,NA,0,NA,2011,0,7,5,68100,53631,0,0,NA,0,0,1,2,14,5,0,0,3,28300,6,4,4,0,100,0,0,debt_consolidation,individual,19000,36,9.43,608.01,B,B1,Mar-18,Current,whole,DirectPay,17613.05,1814.08,1386.95,427.13,0
bookkeeper,10,AL,MORTGAGE,44000,Not Verified,34.21,NA,,NA,0,NA,2002,1,15,9,111092,41962,0,1,NA,0,0,2,3,9,8,0,0,2,17500,6,6,2,3,100,0,1,home_improvement,individual,10000,36,11.99,332.1,B,B5,Feb-18,Current,whole,Cash,6347.65,3986.68,3652.35,334.33,0
business analyst,10,PA,MORTGAGE,116000,Verified,28.46,NA,,NA,0,NA,2000,2,21,11,255145,50350,0,0,46,0,0,3,6,0,11,NA,0,5,23850,13,7,5,3,86,0,0,credit_card,individual,14000,60,10.91,303.77,B,B4,Feb-18,Current,whole,Cash,13284.37,1206.59,715.63,490.96,0
,NA,NY,OWN,50000,Not Verified,1.97,NA,,NA,0,51,1996,0,16,6,7800,2244,0,0,57,0,296,0,5,24,6,0,0,3,7500,15,6,3,0,87.5,0,0,credit_card,individual,15000,60,21.45,409.61,D,D5,Jan-18,Fully Paid,whole,Cash,0,15125.12,15000,125.12,0
,NA,GA,OWN,20800,Not Verified,29.65,NA,,NA,0,NA,1999,0,8,7,47800,18181,0,1,NA,0,0,0,3,NA,7,0,0,4,43800,7,6,4,0,100,1,0,debt_consolidation,individual,14450,36,15.05,501.27,C,C4,Feb-18,Current,whole,Cash,13041.82,2093,1408.18,684.82,0
claims imaging technician,3,NC,MORTGAGE,30800,Verified,18.51,NA,,NA,0,NA,1994,3,21,17,195996,36987,0,0,NA,0,0,1,9,3,17,0,0,2,108600,16,15,2,3,100,0,0,credit_card,individual,18000,60,10.42,386.18,B,B3,Jan-18,Current,whole,Cash,16830.46,1967.37,1169.54,797.83,0
sandblaster,2,UT,MORTGAGE,60000,Source Verified,38.46,130000,Not Verified,23.98,0,NA,1987,1,18,14,282918,52880,0,0,NA,0,0,1,5,8,14,0,0,3,33300,12,11,7,3,100,0,0,debt_consolidation,joint,25000,36,9.43,800.01,B,B1,Feb-18,Current,whole,Cash,22557.19,3173.85,2442.81,731.04,0
executive admin,9,MI,MORTGAGE,70000,Source Verified,29.13,NA,,NA,0,30,1993,1,33,14,221171,48074,0,0,NA,0,0,3,6,7,14,0,0,4,33000,17,10,6,4,84.8,0,0,debt_consolidation,individual,25000,36,11.99,830.24,B,B5,Feb-18,Current,fractional,Cash,22643.18,3304.31,2356.82,947.49,0
medical dosimetrist,10,GA,MORTGAGE,132200,Source Verified,14.39,NA,,NA,0,NA,1988,8,37,19,465500,64572,0,0,NA,0,0,1,3,2,19,0,0,8,54200,27,16,9,3,100,0,0,debt_consolidation,individual,36000,60,7.96,729.27,A,A5,Mar-18,Current,whole,DirectPay,34518.81,2155.97,1481.19,674.78,0
process engineer,1,NY,RENT,75000,Not Verified,10,NA,,NA,0,NA,2005,3,17,8,47764,28879,0,0,NA,0,0,2,7,0,8,0,0,2,12300,6,6,4,0,100,0,0,debt_consolidation,individual,9600,36,13.58,326.16,C,C2,Feb-18,Current,whole,Cash,8715.03,1272.06,884.97,387.09,0
human resources manager,3,FL,RENT,90000,Not Verified,20.19,NA,,NA,0,59,2011,0,11,8,68250,51576,0,1,NA,0,0,3,2,19,8,0,0,3,7100,6,5,4,0,90.9,0,1,credit_card,individual,10000,36,10.42,324.65,B,B3,Jan-18,Current,whole,Cash,8790.09,1617.46,1209.91,407.55,0
mgmt,6,NJ,MORTGAGE,281000,Source Verified,7.79,NA,,NA,0,39,1994,3,24,9,1340838,32863,0,0,39,0,0,2,2,1,9,0,0,2,70500,9,4,2,7,95.8,0,0,home_improvement,individual,30000,36,6.71,922.35,A,A3,Mar-18,Current,whole,Cash,28486.58,1822.33,1513.42,308.91,0
manager,0,GA,OWN,200000,Verified,10.82,NA,,NA,0,NA,2003,4,35,10,147546,108121,0,1,NA,0,0,2,5,0,10,0,0,2,20800,12,8,2,2,100,1,0,major_purchase,individual,35000,36,7.97,1096.29,A,A5,Jan-18,Current,whole,Cash,31510.1,4369.66,3489.9,879.76,0
property manager,3,FL,RENT,66996,Source Verified,21.35,NA,,NA,0,NA,2000,2,26,13,119028,63236,0,1,NA,0,0,2,10,4,13,0,0,5,59100,18,11,8,0,100,0,1,debt_consolidation,individual,22000,36,5.32,662.53,A,A1,Jan-18,Current,whole,DirectPay,19149.86,3306.15,2850.14,456.01,0
vice president,3,CA,MORTGAGE,350000,Verified,3.26,NA,,NA,0,NA,1998,4,9,6,48290,28042,0,1,NA,0,0,2,3,1,6,0,0,2,11500,6,4,2,0,100,0,1,small_business,individual,25000,36,6.72,768.74,A,A3,Jan-18,Current,whole,Cash,21820.89,3820.37,3179.11,641.26,0
it manager,10,CO,MORTGAGE,190000,Source Verified,21.67,NA,,NA,0,32,1997,0,41,26,556666,102590,0,0,67,0,0,4,6,NA,26,0,0,11,20900,31,21,21,4,92.5,0,0,debt_consolidation,individual,40000,36,7.35,1241.5,A,A4,Jan-18,Current,whole,DirectPay,35977.23,4949.67,4022.77,926.9,0
,NA,TX,RENT,25000,Verified,21.08,NA,,NA,1,23,2004,3,22,7,19000,6577,0,0,28,0,250,1,0,3,7,0,0,1,4100,16,6,5,0,95.2,0,0,debt_consolidation,individual,10000,36,19.03,366.72,D,D3,Jan-18,Current,fractional,Cash,8925.78,1823.03,1074.22,748.81,0
attorney,4,IL,MORTGAGE,103500,Verified,31.29,NA,,NA,0,NA,2004,1,24,7,469223,109777,0,0,NA,0,0,1,2,4,7,0,0,4,58300,12,5,5,1,100,0,0,debt_consolidation,individual,8500,36,18.45,309.22,D,D2,Mar-18,Fully Paid,whole,Cash,0,8513.07375,8500,13.07,0
rating veterans service representative,10,SC,MORTGAGE,131000,Source Verified,27.95,NA,,NA,0,NA,2001,0,37,14,408405,78141,0,0,NA,0,0,3,2,17,14,0,0,3,78900,26,10,6,7,100,0,0,debt_consolidation,individual,20000,36,6.08,609.17,A,A2,Jan-18,Current,fractional,Cash,17434.96,3032.34,2565.04,467.3,0
executive receptionint,10,NY,RENT,40000,Source Verified,10.41,70000,Not Verified,15.86,0,NA,2000,0,7,2,10200,7027,0,0,NA,0,0,0,0,NA,2,0,0,0,0,5,2,2,0,100,0,0,debt_consolidation,joint,18000,60,15.05,428.7,C,C4,Feb-18,Current,whole,Cash,17172.8,1699.75,827.2,872.55,0
project administrator,3,HI,RENT,75200,Not Verified,8.87,NA,,NA,0,NA,2004,2,12,9,66906,16146,0,0,NA,0,0,2,4,4,9,0,0,5,43600,10,7,5,0,100,0,0,credit_card,individual,1200,36,6.72,36.9,A,A3,Feb-18,Current,fractional,Cash,1078.26,147.15,121.74,25.41,0
clinical advisor behavirol health,6,FL,RENT,86845,Source Verified,17.37,NA,,NA,0,63,2008,2,24,16,81769,43629,0,0,63,0,0,1,9,7,16,0,0,7,34900,17,15,14,0,95.8,0,0,other,individual,20000,60,21.45,546.15,D,D5,Jan-18,Current,whole,Cash,9324.93,12060.77,10675.07,1385.7,0
district manager,1,WA,OWN,109500,Source Verified,20.1,NA,,NA,1,18,2002,8,25,17,464098,158933,0,1,63,0,981,11,7,1,17,0,0,2,5800,7,5,2,2,80,0,1,house,individual,35000,36,11.98,1162.17,B,B5,Feb-18,Current,whole,Cash,32537.32,3463.22,2462.68,1000.54,0
supervisor,10,NY,MORTGAGE,230000,Not Verified,4.93,NA,,NA,0,NA,1989,0,41,13,184317,19662,0,0,NA,0,0,1,1,NA,13,0,0,5,65300,30,11,5,4,100,0,0,home_improvement,individual,40000,36,5.32,1204.6,A,A1,Feb-18,Current,whole,Cash,35863.53,4806.58,4136.47,670.11,0
perishables assistant,5,OH,RENT,17000,Source Verified,62.57,69000,Source Verified,18.09,0,24,2006,0,14,10,45917,17475,0,0,NA,0,0,2,3,NA,10,0,0,4,17300,12,8,6,0,85.7,0,0,other,joint,3000,36,10.9,98.08,B,B4,Mar-18,Current,whole,Cash,2785.57,292.42,214.43,77.99,0
it lead,10,FL,MORTGAGE,84000,Source Verified,15.13,NA,,NA,0,66,2000,2,15,9,292179,31365,0,0,66,0,0,1,4,3,9,0,0,6,19500,9,7,7,3,78.6,0,0,debt_consolidation,individual,25000,36,5.32,752.87,A,A1,Jan-18,Current,whole,DirectPay,21761.23,3749.57,3238.77,510.8,0
bartender,6,NV,RENT,60000,Source Verified,24.58,NA,,NA,2,18,2001,5,26,19,68420,31706,0,0,23,0,0,2,10,4,19,0,0,9,30400,24,17,13,0,92.3,0,0,debt_consolidation,individual,16000,36,13.58,543.59,C,C2,Mar-18,Current,fractional,Cash,14900.08,1618.7,1099.92,518.78,0
scheduling manager,10,MN,OWN,34000,Source Verified,70.21,184000,Source Verified,22.96,0,NA,1994,1,11,6,82700,77049,0,0,NA,0,0,2,2,12,6,0,0,3,57700,5,4,4,0,100,0,0,debt_consolidation,joint,40000,60,11.99,889.58,B,B5,Jan-18,Current,whole,Cash,37500.99,4421.26,2499.01,1922.25,0
director of quality,10,GA,MORTGAGE,205000,Not Verified,13.59,NA,,NA,0,29,1999,4,27,18,446549,72205,0,0,NA,0,0,4,7,9,18,0,0,6,68900,14,13,10,4,92.6,0,0,debt_consolidation,individual,18000,36,5.31,541.99,A,A1,Feb-18,Current,whole,Cash,16138.33,2157.34,1861.67,295.67,0
claims rep,7,CO,MORTGAGE,92879,Not Verified,10.92,NA,,NA,0,38,2002,1,35,6,376069,66770,0,0,NA,0,0,2,3,10,6,0,0,3,13300,8,3,3,2,94.3,0,0,debt_consolidation,individual,10000,36,9.93,322.35,B,B2,Feb-18,Current,whole,Cash,9029.64,1278.37,970.36,308.01,0
project manager,4,TX,MORTGAGE,157000,Source Verified,12.64,NA,,NA,0,NA,2006,6,49,26,189856,107464,0,0,NA,0,0,5,10,1,26,0,0,3,30400,28,21,9,3,100,0,0,debt_consolidation,individual,22000,60,7.35,439.27,A,A4,Feb-18,Current,whole,Cash,20770.68,1748.1,1229.32,518.78,0
loan originator assistant,4,TX,MORTGAGE,70000,Verified,31.92,NA,,NA,0,NA,2009,0,21,18,330527,76873,0,0,NA,0,0,3,3,21,16,NA,0,6,25600,13,11,11,1,100,0,0,debt_consolidation,individual,17650,60,20,467.62,D,D4,Feb-18,Current,fractional,Cash,16938.64,1939.13,711.36,1227.77,0
branch manager,3,AZ,MORTGAGE,105000,Verified,28.8,NA,,NA,0,NA,1991,2,23,15,455806,80576,0,1,NA,0,0,4,7,6,15,0,0,4,37000,13,9,8,2,100,0,1,credit_card,individual,21000,36,10.91,686.62,B,B4,Feb-18,Current,whole,Cash,18990.01,2795.89,2009.99,785.9,0
environmental service,2,OH,RENT,80000,Not Verified,15.84,125000,Not Verified,11,0,31,2007,4,32,22,99433,63686,0,1,76,0,0,2,5,6,22,0,0,3,16400,25,20,15,0,90.3,0,1,credit_card,joint,10000,36,17.09,356.98,D,D1,Feb-18,In Grace Period,whole,Cash,9347.82,1061.45,652.18,409.27,0
senior linguist,2,VA,RENT,115000,Source Verified,10.49,NA,,NA,0,30,2005,4,48,16,595953,32747,0,0,30,0,0,2,11,0,16,0,0,7,13900,33,12,11,3,73,0,0,credit_card,individual,16000,60,15.05,381.06,C,C4,Feb-18,Current,whole,Cash,15214.63,1580.93,785.37,795.56,0
store manager,6,AZ,RENT,75000,Not Verified,12.78,NA,,NA,0,NA,2014,0,7,6,50081,33378,0,0,NA,0,204,1,2,17,6,0,0,2,11200,6,5,4,0,100,0,0,debt_consolidation,individual,10000,36,6.71,307.45,A,A3,Mar-18,Current,whole,DirectPay,9495.53,611.17,504.47,106.7,0
recreational therapist,10,CA,RENT,24000,Source Verified,15.24,NA,,NA,0,NA,2004,0,8,8,9300,6643,0,0,NA,0,0,1,3,13,8,0,0,4,3400,7,7,6,0,100,0,0,debt_consolidation,individual,4000,36,13.58,135.9,C,C2,Mar-18,Current,whole,Cash,3817.71,268.78,182.29,86.49,0
,NA,IN,OWN,36500,Verified,4.67,65500,Verified,2.68,0,NA,1996,5,11,5,19200,3522,0,0,NA,0,0,1,1,1,5,0,0,1,11500,7,4,2,2,100,0,0,debt_consolidation,joint,3500,36,9.92,112.81,B,B2,Mar-18,Late (31-120 days),whole,Cash,3500,0,0,0,0
senior designer,6,WA,RENT,106000,Not Verified,22.98,NA,,NA,0,NA,2004,1,20,15,88357,38457,0,0,NA,0,0,12,2,1,15,0,0,1,23000,5,2,1,0,100,0,0,debt_consolidation,individual,20000,60,7.35,399.34,A,A4,Jan-18,Current,whole,Cash,18598.74,1988.53,1401.26,587.27,0
equipment mechanic,1,OH,MORTGAGE,95000,Not Verified,33.07,NA,,NA,0,41,1994,7,32,14,240269,108349,0,0,49,0,0,7,9,0,14,0,0,2,5200,9,6,6,1,90.6,0,0,debt_consolidation,individual,10000,36,16.01,351.62,C,C5,Feb-18,Current,whole,Cash,9109.56,1397.59,890.44,507.15,0
sonographer,2,MI,RENT,30000,Verified,49.44,85000,Verified,17.8,0,NA,2007,1,22,14,90654,41801,0,0,NA,0,0,7,2,2,14,0,0,6,55100,8,6,6,0,100,0,0,debt_consolidation,joint,10000,36,7.96,313.18,A,A5,Mar-18,Current,whole,Cash,9504.67,617.52,495.33,122.19,0
finance manager,4,GA,OWN,78000,Not Verified,8.45,NA,,NA,0,NA,2008,1,16,8,82103,17541,0,1,NA,0,0,1,8,5,8,0,0,2,10700,8,6,6,1,100,0,1,debt_consolidation,individual,4500,36,10.41,146.08,B,B3,Mar-18,Current,whole,Cash,4176.08,435.64,323.92,111.72,0
registered nurse,1,MD,RENT,66200,Not Verified,12.73,NA,,NA,0,NA,1999,1,24,10,46931,20542,0,0,NA,0,0,5,4,8,10,0,0,2,12200,5,5,2,0,100,0,0,other,individual,7800,36,6.71,239.81,A,A3,Mar-18,Current,whole,Cash,7406.51,476.71,393.49,83.22,0
program project manager,1,TX,RENT,124500,Not Verified,20.95,NA,,NA,0,50,1997,3,37,22,118730,102669,0,1,50,0,0,12,11,2,22,0,0,5,18100,15,10,7,1,97.3,0,1,moving,individual,16000,36,12.61,536.11,C,C1,Feb-18,Current,whole,Cash,14884.43,1597.12,1115.57,481.55,0
inventory cordinator,2,GA,MORTGAGE,52000,Source Verified,3.65,NA,,NA,0,52,2006,7,16,15,246684,2548,1,0,NA,0,2312,0,12,0,15,0,0,4,16400,13,13,5,1,93.8,0,0,other,individual,4000,36,21.45,151.63,D,D5,Jan-18,Current,fractional,Cash,3584.77,753.38,415.23,338.15,0
,NA,TX,OWN,40000,Not Verified,20.5,NA,,NA,0,NA,1983,0,25,12,206076,109326,0,0,NA,0,0,3,1,23,12,0,0,6,129900,15,9,7,3,100,0,0,home_improvement,individual,10000,60,9.92,212.08,B,B2,Mar-18,Current,whole,Cash,9740.1,418.65,259.9,158.75,0
pse mail processing clerk,1,NY,OWN,30564,Source Verified,11.44,NA,,NA,0,NA,2014,2,10,8,14500,7352,0,0,NA,0,0,0,3,7,8,0,0,3,5800,10,8,6,0,100,0,0,debt_consolidation,individual,8000,36,15.04,277.48,C,C4,Mar-18,Current,whole,Cash,7461.67,825.76,538.33,287.43,0
assistant professor ,5,CA,RENT,100000,Source Verified,11.44,NA,,NA,2,12,2007,2,14,8,57856,33507,0,0,21,0,0,1,4,5,8,0,0,4,13000,9,6,5,0,64.3,0,0,debt_consolidation,individual,11200,36,16.02,393.87,C,C5,Feb-18,Late (16-30 days),fractional,Cash,10457.12,1171.64,742.88,428.76,0
project manager,0,NY,MORTGAGE,100000,Not Verified,18.7,175000,Not Verified,19.56,1,12,2001,4,23,7,232943,70831,0,0,NA,0,568,3,3,3,7,0,0,3,7300,9,3,3,2,100,0,0,debt_consolidation,joint,15600,36,14.07,533.71,C,C3,Mar-18,Fully Paid,fractional,Cash,0,15885.46014,15600,285.46,0
driver,0,TX,MORTGAGE,185000,Source Verified,4.56,NA,,NA,1,12,2008,1,20,7,191930,15356,0,0,12,0,0,1,3,2,7,0,0,5,10100,9,5,5,1,75,0,0,credit_card,individual,10000,36,10.91,326.97,B,B4,Mar-18,Current,fractional,Cash,9285.38,968.79,714.62,254.17,0
,NA,WA,RENT,15600,Verified,36.32,175600,Source Verified,9.13,0,NA,2007,1,10,7,20000,8566,0,0,NA,0,0,0,5,10,7,0,0,4,14000,9,7,5,0,100,0,0,credit_card,joint,15000,36,10.9,490.38,B,B4,Mar-18,Current,whole,Cash,14288.52,971.68,711.48,260.2,0
valet,5,MD,RENT,28000,Not Verified,7.16,NA,,NA,0,45,1996,1,15,10,15700,3548,0,1,45,0,695,0,3,5,10,0,0,3,7200,14,10,5,0,66.7,1,0,debt_consolidation,individual,5000,36,9.92,161.15,B,B2,Mar-18,Current,whole,Cash,4759.38,319.54,240.62,78.92,0
teacher,6,FL,RENT,50000,Not Verified,10.78,NA,,NA,0,NA,2001,0,6,2,25753,9372,0,0,NA,0,0,0,1,17,2,0,0,1,500,5,1,1,0,100,0,0,debt_consolidation,individual,4800,36,15.05,166.52,C,C4,Jan-18,Current,whole,Cash,4254.9,828.59,545.1,283.49,0
cashier,6,SC,MORTGAGE,33000,Source Verified,9.13,NA,,NA,1,12,2005,2,24,9,13200,5736,0,0,26,0,0,1,8,2,9,0,0,2,7700,9,8,2,3,91.7,0,0,debt_consolidation,individual,10000,36,9.93,322.35,B,B2,Jan-18,Current,fractional,Cash,8782.01,1606.23,1217.99,388.24,0
,NA,PA,RENT,30000,Source Verified,8.83,60000,Source Verified,14.38,0,NA,2014,2,25,23,62595,5387,0,0,NA,0,0,0,12,2,23,0,0,4,39900,24,22,8,0,100,0,0,debt_consolidation,joint,12000,36,7.97,375.88,A,A5,Jan-18,Current,whole,Cash,10499.3,1868.77,1500.7,368.07,0
,NA,VA,MORTGAGE,10000,Verified,137.52,140000,Source Verified,16.06,0,25,1985,0,33,12,389965,31134,0,0,NA,0,0,1,2,NA,12,0,0,4,48900,18,9,5,7,93.9,0,0,credit_card,joint,30000,36,6.08,913.75,A,A2,Feb-18,Current,whole,Cash,26929.76,3670.21,3070.24,599.97,0
sales engineer,0,UT,MORTGAGE,110000,Source Verified,11.99,NA,,NA,0,25,1999,2,29,9,407900,58457,0,0,NA,0,0,0,5,9,9,0,0,2,42000,17,8,4,7,96.6,0,0,debt_consolidation,individual,35000,36,11.99,1162.34,B,B5,Jan-18,Fully Paid,fractional,Cash,0,36347.59675,35000,1347.6,0
lead tech,8,AZ,MORTGAGE,99000,Verified,13.16,NA,,NA,0,30,2004,1,31,17,209070,38156,0,0,38,0,0,10,2,10,17,0,0,2,4500,11,6,4,1,54.8,0,0,debt_consolidation,individual,10000,36,21.45,379.07,D,D5,Jan-18,Current,fractional,Cash,8961.94,1847.69,1038.06,809.63,0
warehouse,6,TX,MORTGAGE,21320,Not Verified,66.72,88320,Not Verified,21.36,0,73,2006,1,11,6,312242,62742,0,0,NA,0,0,2,6,7,6,0,0,2,2800,4,3,3,1,90.9,0,0,other,joint,12000,60,14.07,279.66,C,C3,Mar-18,Current,whole,Cash,11578.21,829.6,421.79,407.81,0
,NA,GA,MORTGAGE,40000,Verified,16.38,NA,,NA,0,NA,2009,0,20,11,121572,17516,0,0,NA,0,0,0,8,NA,11,0,0,2,7000,10,10,7,8,100,0,0,debt_consolidation,individual,8000,36,9.92,257.84,B,B2,Mar-18,Current,whole,Cash,7420.11,769.11,579.89,189.22,0
driver,2,CA,RENT,39000,Source Verified,17.13,NA,,NA,1,14,2012,0,13,10,44825,19999,0,0,NA,0,0,1,5,NA,10,0,0,3,21400,11,9,4,0,92.3,0,0,home_improvement,individual,5200,36,11.98,172.67,B,B5,Mar-18,Current,whole,Cash,4834.1,511.09,365.9,145.19,0
therapist,4,FL,MORTGAGE,45000,Verified,25.63,NA,,NA,0,NA,2005,5,32,16,166539,39510,0,0,NA,0,0,2,6,3,16,0,0,3,32600,16,13,3,3,100,0,0,debt_consolidation,individual,14000,60,17.09,348.62,D,D1,Jan-18,Current,whole,Cash,13232.26,1709.87,767.74,942.13,0
vp client services,2,AZ,MORTGAGE,150000,Not Verified,6.36,NA,,NA,1,19,1996,0,12,6,211183,19332,0,0,27,0,0,2,0,NA,6,0,0,2,21400,8,3,3,1,83.3,0,0,major_purchase,individual,7000,36,6.08,213.21,A,A2,Jan-18,Current,whole,Cash,6102.23,1063.69,897.77,165.92,0
teacher,3,KS,MORTGAGE,50000,Source Verified,25.06,NA,,NA,0,58,2008,4,21,10,174544,37638,0,0,61,0,0,4,6,5,10,0,0,2,1600,4,4,4,3,95.2,0,0,other,individual,2200,36,7.97,68.91,A,A5,Jan-18,Current,whole,Cash,1980.63,281.98,219.37,62.61,0
senior vp contact center operations na,1,NJ,RENT,180000,Not Verified,6.97,NA,,NA,0,49,1990,0,4,4,50304,27322,0,1,NA,0,234,1,0,17,4,0,0,2,8400,2,2,2,0,75,1,0,credit_card,individual,25000,36,6.07,761.35,A,A2,Mar-18,Current,whole,Cash,23085.67,2267.19,1914.33,352.86,0
concrete placement,3,MN,MORTGAGE,60000,Not Verified,28.98,NA,,NA,0,70,2006,1,19,10,67487,36529,0,0,70,0,0,2,1,8,10,0,0,5,37800,12,8,6,2,89.5,0,0,debt_consolidation,individual,7200,36,9.93,232.09,B,B2,Feb-18,Current,whole,Cash,6501.35,924.39,698.65,225.74,0
c&su program administrator,0,OR,MORTGAGE,52000,Not Verified,29.68,NA,,NA,0,NA,2006,1,28,16,122125,84842,0,0,NA,0,0,10,0,9,16,0,0,4,42600,8,6,5,0,100,0,0,credit_card,individual,9050,36,6.72,278.29,A,A3,Jan-18,Current,whole,Cash,7589.42,1693.34,1460.58,232.76,0
project manager,7,PA,MORTGAGE,85000,Not Verified,35.47,NA,,NA,0,65,2005,2,36,21,133498,105317,0,0,70,0,0,11,4,3,21,0,0,5,16000,16,10,8,0,77.8,0,0,debt_consolidation,individual,17000,36,16.01,597.76,C,C5,Mar-18,Current,whole,Cash,15872.23,1763.04,1127.77,635.27,0
registered nurse,10,CA,MORTGAGE,115000,Not Verified,15.22,171000,Not Verified,13.39,0,64,2006,2,25,15,449825,33229,0,0,64,0,0,5,10,7,15,0,0,4,15100,9,9,9,2,96,0,0,debt_consolidation,joint,20000,36,7.96,626.36,A,A5,Mar-18,Current,whole,Cash,19010.53,1252.73,989.47,263.26,0
driver,6,MO,MORTGAGE,115000,Verified,12.21,NA,,NA,0,NA,2002,6,21,13,205756,53936,0,0,NA,0,0,3,9,7,13,0,0,9,52000,10,9,9,1,100,0,0,other,individual,17600,36,13.58,597.95,C,C2,Mar-18,Current,whole,Cash,16390.08,1780.57,1209.92,570.65,0
communications specialist,3,VA,RENT,143000,Not Verified,4.04,NA,,NA,3,13,2001,0,10,3,39699,17872,0,0,NA,0,0,0,0,NA,3,0,0,1,9300,3,2,2,5,60,0,0,credit_card,individual,14000,36,9.44,448.07,B,B1,Jan-18,Current,fractional,Cash,12632.22,1784.94,1367.78,417.16,0
tmf specialist,3,KS,MORTGAGE,48996,Source Verified,14.18,NA,,NA,0,34,2004,9,16,5,142118,24454,0,0,49,0,320,1,3,10,5,0,0,0,10800,8,3,2,4,62.5,0,0,major_purchase,individual,15600,60,13.59,359.68,C,C2,Jan-18,Current,whole,Cash,14663.99,1833.73,936.01,897.72,0
,NA,PA,OWN,21600,Not Verified,37.56,NA,,NA,0,26,1989,2,17,9,25871,10103,0,0,26,0,0,0,3,8,9,0,0,3,6600,13,8,6,0,94.1,0,0,debt_consolidation,individual,8000,36,12.62,268.09,C,C1,Feb-18,Current,whole,Cash,7252.48,1058.34,747.52,310.82,0
sr clinical applications analyst,6,GA,RENT,83000,Not Verified,16.17,NA,,NA,0,NA,2005,0,27,5,109346,94606,0,1,NA,0,0,2,0,NA,5,0,0,2,7500,9,3,2,0,100,1,0,debt_consolidation,individual,6000,36,6.71,184.47,A,A3,Feb-18,Current,whole,Cash,5391.24,735.64,608.76,126.88,0
deputy sheriff,10,CO,RENT,48000,Not Verified,24.96,NA,,NA,0,59,2004,1,26,14,73064,20632,0,0,NA,0,0,2,1,4,14,0,0,8,50600,19,12,9,0,96.2,0,0,debt_consolidation,individual,9800,36,6.08,298.5,A,A2,Feb-18,Current,whole,Cash,8797.02,1190.69,1002.98,187.71,0
electrician,6,NY,MORTGAGE,55000,Source Verified,15.46,NA,,NA,0,NA,2009,2,16,9,174973,16229,0,0,NA,0,0,4,1,7,9,0,0,2,10500,6,4,4,1,100,0,0,credit_card,individual,12500,36,7.35,387.97,A,A4,Jan-18,Current,whole,DirectPay,11242.88,1546.78,1257.12,289.66,0
customer service associate,2,IL,RENT,46000,Verified,19.96,71000,Not Verified,26.32,0,NA,2007,4,29,12,90002,52657,0,0,NA,0,0,3,6,1,12,0,0,3,21300,14,9,5,0,100,0,0,small_business,joint,10000,60,25.81,298.29,E,E4,Mar-18,Current,whole,Cash,9744.97,866.19,255.03,611.16,0
partner,10,NY,MORTGAGE,168000,Not Verified,34.69,NA,,NA,0,NA,1996,9,47,27,991189,292935,0,0,NA,0,0,2,6,2,27,0,0,11,214800,32,24,13,3,100,0,0,debt_consolidation,individual,15000,36,6.07,456.81,A,A2,Mar-18,Current,whole,Cash,13851.4,1360.31,1148.6,211.71,0
,NA,MI,OWN,40000,Not Verified,30.93,NA,,NA,0,NA,2007,2,22,10,54508,27462,0,0,NA,0,0,4,7,1,10,0,0,1,4900,14,6,2,0,100,0,0,credit_card,individual,3600,36,9.93,116.05,B,B2,Jan-18,Current,fractional,Cash,3161.5,578.26,438.5,139.76,0
owner,5,KS,OWN,60000,Not Verified,19.34,NA,,NA,0,NA,2003,2,44,11,317287,121442,0,0,NA,0,0,5,4,0,11,0,0,1,34000,13,5,2,1,100,0,0,debt_consolidation,individual,15000,36,6.72,461.24,A,A3,Jan-18,Current,fractional,Cash,13092.56,2300.6,1907.44,393.16,0
product manager,10,WA,MORTGAGE,82500,Not Verified,22.23,NA,,NA,1,18,1996,0,22,10,220996,48173,0,0,NA,0,0,1,2,NA,10,0,0,4,15400,10,7,5,3,95.2,0,0,debt_consolidation,individual,5000,36,9.44,160.03,B,B1,Feb-18,Current,whole,Cash,4511.49,637.5,488.51,148.99,0
teacher,10,NY,MORTGAGE,108000,Not Verified,10.26,NA,,NA,1,17,2002,0,45,17,530819,65227,1,0,17,0,9604,5,2,13,17,0,0,8,26500,33,11,9,1,66.7,0,0,debt_consolidation,individual,14000,36,9.43,448.01,B,B1,Mar-18,Current,whole,Cash,12978.03,1329.36,1021.97,307.39,0
rn,10,FL,MORTGAGE,130000,Source Verified,32.28,NA,,NA,0,NA,1998,4,43,24,245074,103376,0,0,NA,0,0,6,5,0,24,0,0,4,95500,20,18,5,2,100,0,0,debt_consolidation,individual,32000,60,15.05,762.12,C,C4,Jan-18,Current,whole,Cash,30150.25,3757.09,1849.75,1907.34,0
